157,2023,爱犬奇缘,633
158,2021,最遗憾的是错过你,1183.5
159,2023,绝地追击,2925
160,2023,奥本海默,44990.7
161,2023,GT赛车：极速狂飙,1346.4
162,2023,踢球吧少年,34.8
163,2023,永安镇故事集,321.6
164,2023,第八个嫌疑人,43905.6
165,2023,老师，别哭,184.1
166,2023,不虚此行,2729.6
168,2023,三贵情史,484.7
168,1998,红色恋人（重映）,170.8
169,2023,敢死队4：最终章,15621.1
170,2023,鹦鹉杀,3919.5
171,2023,威尼斯惊魂夜,4371.3
172,2023,流水落花,26.4
173,2023,毒蜂,32
174,2023,嗨！神兽,125.5
175,2023,江米儿,10.8
176,2023,坚如磐石,134938.8
177,2023,前任4：英年早婚,100977.1
178,2023,贝肯熊：火星任务,8054.8
179,2023,好像也没那么热血沸腾,17520.7
180,2023,志愿军：雄兵出击,86705.8
181,2023,小美人鱼之大海怪传说,633
182,2023,93国际列车大劫案：莫斯科行动,66143.2
183,2023,功夫王之萌虎上山,503.7
184,2023,汪汪队立大功大电影2：超能大冒险,13800.2
185,2023,疯狂大营救,86.7
186,2023,速度与爱情,51.3
187,2023,珍·古道尔的传奇一生,319
188,2023,最好的相遇,1690.9
189,2023,爸爸的谎言,10.3
190,2023,河边的错误,30969.4
191,2023,看不见的顶峰,122.7
192,2023,白塔之光,697.4
193,2023,二手杰作,11193
194,2023,困兽,2102.3
195,2023,洋子的困惑,37.3
196,2023,失而复得,440.9
197,2023,一个和四个,465.5
198,2023,画魔人,196.4
199,2023,我爸没说到那件事,415.4
200,2023,我是霸王龙,3542
201,2023,普通男女,117
202,2023,拯救嫌疑人,56947.4
203,2023,惊奇队长2,11058.5
204,2023,无价之宝,13794.7
205,2023,追缉,2090.8
206,2023,迷你特工队之汉堡大作战,1330.5
207,2023,千里送鹤,18.8
208,2023,红猪,2313.2
209,2023,吾爱敦煌,898.9
210,2023,饥饿游戏：鸣鸟与蛇之歌,5739.2
211,2023,星愿,4277.4
212,2023,刀尖,5174.3
213,2023,我本是高山,10004.4
214,2023,靠近我一点,711.1
215,2023,蜡笔小新：新次元！超能力大决战,11974.5
216,2023,涉过愤怒的海,54913.6
217,2023,热搜,6324
218,2023,长安诡事传,106.8
219,2023,再见，李可乐,24195
220,2023,拿破仑,2789
221,2023,疾速营救,44
222,2023,瞒天过海,16596.2
223,2023,照明商店,27533.7
224,2023,旺卡,5388.6
225,2023,不要走散好不好,1624.7
226,2023,爆裂点,10001
227,2023,飞鸭向前冲,1612.3
228,2023,三大队,70567.8
229,2023,狗神,1748.9
230,2023,名侦探柯南：黑铁的鱼影,16283.1
231,2023,怒潮,22954.5
232,2023,月光武士,201.3
233,2023,仲肯,145.2
234,2023,海王2：失落的王国,46532.1
235,2023,爱乐之城（重映）,27972.5 &
236,2023,潜行,38996.2
237,2023,年会不能停！,129240.3
237,2023,金手指,57430.9
239,2023,一闪一闪亮星星,70228.8
240,2023,非诚勿扰3,10220.5
241,2023,泰勒·斯威夫特：时代巡回演唱会,10115
242,2023,孤军,3114.3
243,2021,你的婚礼（重映）,82274.3 &
244,2023,舒克贝塔·五角飞碟,6604.1
